cod_adm,type_abb,name,denom_abb,denom_ext,denom_emp,name_abb,global_id,year_ctr,annofine,st_length
3370,VLE,VIALE,PARIGI,PARIGI,PARIGI,VLE PARIGI,{23E29CE0-9E76-4B94-A464-9F070A38A6C9},,,333.42017811000
3375,VIA,VIA,G. PARINI,GIUSEPPE PARINI,PARINI,VIA G. PARINI,{5773EA76-9A79-4CFE-9715-36948F8A77EE},,,39.98263042680
3380,VIA,VIA,PARMA,PARMA,PARMA,VIA PARMA,{6CCD4FA9-79F1-4574-B667-B9EC97FCB7D8},,,106.62626893100
3383,VIA,VIA,F. PARRI,FERRUCCIO PARRI,PARRI,VIA F. PARRI,{C3F4C226-97FB-429C-B2F7-42961F600526},,,369.37158959100
3420,VIA,VIA,C. PEDROTTI,CARLO PEDROTTI,PEDROTTI,VIA C. PEDROTTI,{B155D774-23DC-45E5-9B13-0E407E42527E},,,74.91644211080
3425,STR,STRADA,DEI PELATI,DEI PELATI,PELATI,STR DEI PELATI,{8D6003EB-2387-45E5-A6F1-0F75C52F4D43},,,1262.22607178000
3430,VIA,VIA,S. PELLICO,SILVIO PELLICO,PELLICO,VIA S. PELLICO,{225F035C-E765-4C4A-BE5B-1D20CAFA6129},,,208.26988743400
3435,VIA,VIA,N. PELLIPARIO,NICOLO' PELLIPARIO,PELLIPARIO,VIA N. PELLIPARIO,{102C9985-239F-4887-BC31-13E03473C9FD},,,79.30418011470
3510,VIA,VIA,DEL PETTIROSSO,DEL PETTIROSSO,PETTIROSSO,VIA DEL PETTIROSSO,{402C7E65-DF54-41DC-A6AB-DDD7A58C8199},,,306.53363573300
3515,VLE,VIALE,PIAVE,PIAVE,PIAVE,VLE PIAVE,{82D0B550-4ED0-47E5-86F6-D4597ADF62E4},,,236.74351608400
3520,STR,STRADA,DEL PICCHIO,DEL PICCHIO,PICCHIO,STR DEL PICCHIO,{D22379C8-2F38-4C89-AC22-112483565AEF},,,1040.05235172000
3525,VLE,VIALE,G. PICCIOLA,GIUSEPPE PICCIOLA,PICCIOLA,VLE G. PICCIOLA,{51D0066E-7088-480A-9B1C-878519169DA1},,,306.38677107200
3530,VIA,VIA,G. PIERGIOVANNI,GIUSEPPE PIERGIOVANNI,PIERGIOVANNI,VIA G. PIERGIOVANNI,{837ADDCF-D1C4-444B-BB98-AE794F3869BA},,,590.24666334800
3532,VIA,VIA,G. PIERINI,GIUSEPPE PIERINI,PIERINI,VIA G. PIERINI,{394659C1-3058-44B4-A0CD-449FEED3911D},,,285.47675215500
3533,VIA,VIA,M. PIERLEONI,MARINO PIERLEONI,PIERLEONI,VIA M. PIERLEONI,{FCBBC512-E7D3-40DA-90AE-43595824039C},,,318.17003901400
3535,STR,STRADA,DELLA PIEVE,DELLA PIEVE,PIEVE,STR DELLA PIEVE,{C401841D-4938-467A-9E7D-28D0E94BDFD3},,,286.72513025400
3700,VIA,VIA,IV NOVEMBRE,QUATTRO NOVEMBRE,QUATTRO NOVEMBRE,VIA IV NOVEMBRE,{D8A31978-E40B-48BD-84CF-797C200EEFEB},,,156.80521595300
3705,STR,STRADA,QUERCIABELLA,DELLA QUERCIABELLA,QUERCIABELLA,STR QUERCIABELLA,{DD64AE1A-8245-4D38-ADC3-2CDA21CCE97B},,,1418.53739767000
3710,VIA,VIA,A. RAFFAELLI,ANDREA RAFFAELLI,RAFFAELLI,VIA A. RAFFAELLI,{296794EA-EE02-49B0-8DA8-3786DD0BB8A8},,,108.86470848500
3540,STR,STRADA,PIEVE VECCHIA,DELLA PIEVE VECCHIA,PIEVE VECCHIA,STR PIEVE VECCHIA,{20AB1158-FCAA-4543-BA93-F0CFB50E2167},,,1579.12897347000
3545,STR,STRADA,DEL PIGNOCCO,DEL PIGNOCCO,PIGNOCCO,STR DEL PIGNOCCO,{817A2609-FD6B-4849-97F8-5889C17CAC66},,,903.49105505900
3550,LGO,LARGO,R. PILO,ROSOLINO PILO,ROSOLINO,LGO R. PILO,{8D1D80DF-BA5C-401F-8B3C-9D3FA69CB091},,,34.61313034240
3565,VIA,VIA,L. PIRANDELLO,LUIGI PIRANDELLO,PIRANDELLO,VIA L. PIRANDELLO,{62F07706-DA3A-423A-816B-7B8B5B58D6F5},,,603.57245150500
3570,VIA,VIA,PISA,PISA,PISA,VIA PISA,{A6F3CC51-99DC-4210-B57D-2EB91C5441EE},,,118.68976010400
3575,VIA,VIA,C. PISACANE,CARLO PISACANE,PISACANE,VIA C. PISACANE,{759A3373-438F-4F6C-A156-E6B4A1A91DF7},,,348.56509694800
3580,STR,STRADA,DEI PLATANI,DEI PLATANI,PLATANI,STR DEI PLATANI,{EB077D46-38A8-4D33-ADB6-C9FC38071D3D},,,642.21063890300
3585,VIA,VIA,PO,PO,PO,VIA PO,{FCBB195F-9415-4827-A5A7-6CAC8AAD7704},,,376.79101138800
3590,VIA,VIA,PODGORA,PODGORA,PODGORA,VIA PODGORA,{D9290591-32F8-4EE1-B44B-7CC48F15A191},,,101.70891901600
3595,VIA,VIA,A. POERIO,ALESSANDRO POERIO,POERIO,VIA A. POERIO,{B2C126F6-33C4-48A0-99BC-400698A99ED9},,,120.66263303200
3598,VIA,VIA,F. M. POGGIOLI,FERDINANDO MARIA POGGIOLI,POGGIOLI,VIA F. M. POGGIOLI,{A05CC89A-DEC4-4351-9F2B-7156B33444C2},,,53.37688933110
3600,VLE,VIALE,POLA,POLA,POLA,VLE POLA,{E0AC47B2-FF54-4E6A-B681-F41140557B19},,,397.23987040200
3605,VIA,VIA,A. POLIZIANO,ANGELO POLIZIANO,POLIZIANO,VIA A. POLIZIANO,{5AAA78BB-A251-4C73-90A4-10AFB05A86EA},,,208.34760378100
3615,VIA,VIA,C. POMA,CARLO POMA,POMA,VIA C. POMA,{378A4C47-1690-446F-848A-1672CFF3D4DB},,,171.97640665200
3620,VIA,VIA,A. PONCHIELLI,AMILCARE PONCHIELLI,PONCHIELLI,VIA A. PONCHIELLI,{75D0127B-C273-4148-AB04-898AD46939DF},,,963.35075177000
3703,VIA,VIA,DELLE QUERCE,DELLE QUERCE,QUERCE,VIA DELLE QUERCE,{05D2F6A5-34AC-4B29-B269-9ACACEB2EED2},,,397.19874970600
3800,VIA,VIA,N. RICCIOTTI,NICOLA RICCIOTTI,RICCIOTTI,VIA N. RICCIOTTI,{6B8849AD-49B5-4C6D-84BE-C4C171247682},,,214.15385199800
3715,VLE,VIALE,RAFFAELLO SANZIO,RAFFAELLO SANZIO,RAFFAELLO,VLE RAFFAELLO SANZIO,{233C67BF-2015-40EF-86EE-AD22DD140613},,,290.38489404700
4975,VIA,VIA,E. VITERBO,ETTORE VITERBO,VITERBO,VIA E. VITERBO,{5B96DB44-1DFB-4E86-B785-9894B46257D6},,,331.49226451100
3720,VIA,VIA,D. RAGGI,DECIO RAGGI,RAGGI,VIA D. RAGGI,{2EE8B3C1-17F8-4516-BF2C-0FA3BA67C165},,,316.05324910100
3625,STR,STRADA,PONTE VALLE,PONTE DELLA VALLE,PONTE DELLA VALLE,STR PONTE VALLE,{1914CB22-A7CB-4A63-A307-30B5D05E4585},,,2940.79432586000
3630,STR,STRADA,PONTE MOROTTO,DEL PONTE MOROTTO,PONTE MOROTTO,STR PONTE MOROTTO,{08A16707-98B9-4538-ADDB-0EA72EE1AF66},,,1822.22780710000
3645,PZA,PIAZZA,DEL POPOLO,DEL POPOLO,POPOLO,PZA DEL POPOLO,{719DA6C8-F85E-4209-9186-071AEDFED5A3},,,99.73202945720
3650,VIA,VIA,PORTA RIMINI,PORTA RIMINI,PORTA RIMINI,VIA PORTA RIMINI,{1D6F0D68-8C0C-403F-B26A-92B491A54509},,,158.14639044200
3660,STR,STRADA,DEI POZZETTI,DEI POZZETTI,POZZETTI,STR DEI POZZETTI,{29A2E452-311F-4F77-AD0B-25389A9EA783},,,1452.29721528000
3665,VIA,VIA,DEL POZZO,DEL POZZO,POZZO,VIA DEL POZZO,{D35C8776-779E-4F53-99C1-59354BDD58EE},,,62.59208686920
3670,PLE,PIAZZALE,PRIMO MAGGIO,PRIMO MAGGIO,PRIMO MAGGIO,PLE PRIMO MAGGIO,{E09A8614-6C21-411A-98E1-87305D2A81C9},,,140.98315465700
3675,STR,STRADA,DELLE PRIMULE,DELLE PRIMULE,PRIMULE,STR DELLE PRIMULE,{E09A3B78-E142-49BF-9A56-34CBFE7DB4C3},,,511.96545248300
3680,VIA,VIA,DEL PROGRESSO,DEL PROGRESSO,PROGRESSO,VIA DEL PROGRESSO,{821CA117-97F7-421A-B889-C63CBCEDFC52},,,297.14550190700
3685,PZA,PIAZZA,G. PUCCINI,GIACOMO PUCCINI,PUCCINI,PZA G. PUCCINI,{02FFC80F-BC6D-4AE3-A2DC-5BCA35F2F834},,,267.25360999100
3690,STR,STRADA,DELLA PUGLIA,DELLA PUGLIA,PUGLIA,STR DELLA PUGLIA,{991DFA36-DC0F-436F-8599-07117494F0D1},,,1445.03248701000
3695,VIA,VIA,S. QUASIMODO,SALVATORE QUASIMODO,QUASIMODO,VIA S. QUASIMODO,{6248EFD2-41C6-4E2B-9B94-25314F2D9FD5},,,422.49934696400
3725,VIA,VIA,A. RANZI,ANDREA RANZI,RANZI,VIA A. RANZI,{057D2800-16B8-40A6-A9E9-192F0C3AB0BF},,,97.02344647210
3730,STR,STRADA,DI RASCHIETO,DI RASCHIETO,RASCHIETO,STR DI RASCHIETO,{C34F1B3D-83FF-43C8-8C9E-CE17A08FB242},,,1009.93507160000
3740,VIA,VIA,RAVENNA,RAVENNA,RAVENNA,VIA RAVENNA,{44D0A45E-D2F1-4D6E-AD7E-610BD42A202A},,,302.32404720600
3745,VIA,VIA,RECANATI,RECANATI,RECANATI,VIA RECANATI,{AE8281B6-AC38-4DB9-906D-9A1F50F23881},,,158.65677977300
3750,VIA,VIA,A. RECCHI,ANGELO RECCHI,RECCHI,VIA A. RECCHI,{87348AD0-4184-44E9-BB72-73E5413F8369},,,166.49060737200
3755,PZA,PIAZZA,F. REDI,FRANCESCO REDI,REDI,PZA F. REDI,{B9685082-138A-4E4E-9854-035F146125EE},,,181.59929614600
3760,VIA,VIA,REDIPUGLIA,REDIPUGLIA,REDIPUGLIA,VIA REDIPUGLIA,{985BA996-624C-4713-B8DC-0C7106C24242},,,568.93581675600
3770,VIA,VIA,RENO,RENO,RENO,VIA RENO,{D8B8EF65-2200-4554-B59B-D2DCF1101299},,,238.88952535300
3775,VLE,VIALE,DELLA REPUBBLICA,DELLA REPUBBLICA,REPUBBLICA,VLE DELLA REPUBBLICA,{C0062BA7-4127-47DB-BB76-12404C7C55B8},,,286.80103228800
3780,VIA,VIA,DELLA RESISTENZA,DELLA RESISTENZA,RESISTENZA,VIA DELLA RESISTENZA,{B67F2ACB-8FF3-467D-B87D-32E3CA672790},,,140.12036998100
3785,VIA,VIA,O. RESPIGHI,OTTORINO RESPIGHI,RESPIGHI,VIA O. RESPIGHI,{EF8F8EBA-9020-4B78-B20B-DBFE80F0EEBD},,,265.00157937500
3790,VIA,VIA,B. RICASOLI,BETTINO RICASOLI,RICASOLI,VIA B. RICASOLI,{30198F42-6A44-49EE-8DCC-D9745215EFF3},,,55.68453639540
3792,VIA,VIA,M. RICCI,MARIO RICCI,RICCI,VIA M. RICCI,{E69D7194-3415-4781-A113-700EEE62C107},,,695.72158720300
3795,VIA,VIA,RICCIONE,RICCIONE,RICCIONE,VIA RICCIONE,{6FF99D42-F1C2-4192-B0EC-E0C1267000E1},,,103.38580062100
3805,VIA,VIA,RICOSTRUZIONE,DELLA RICOSTRUZIONE,RICOSTRUZIONE,VIA RICOSTRUZIONE,{27743CBC-2C5B-47CA-B0FD-6734C92D261D},,,225.47795390900
3810,VIA,VIA,A. RIGHI,AUGUSTO RIGHI,RIGHI,VIA A. RIGHI,{1A9B3C8B-9DE5-484C-9FE2-41673A896B9F},,,402.42435223800
3990,VIA,VIA,A. RUGGERI,ANTEO RUGGERI,RUGGERI,VIA A. RUGGERI,{E4A4A14B-FD49-4359-9B48-B6999B4FC093},,,112.76651406300
3815,VIA,VIA,G. RIGONI,GASTONE RIGONI,RIGONI,VIA G. RIGONI,{B24F9F16-9F79-4D97-9C29-F565982D57B7},,,393.49747323200
3820,VLE,VIALE,RIMEMBRANZA,DELLA RIMEMBRANZA,RIMEMBRANZA,VLE RIMEMBRANZA,{97A2FCBF-EE21-4D9C-B2A0-B137331FE6CB},,,272.89959282900
3825,VIA,VIA,R. RINALDI,RINALDO RINALDI,RINALDI,VIA R. RINALDI,{83B537DC-8D60-43F6-8654-C8D5D3E7315E},,,126.64539259700
3910,STR,STRADA,RONCHI,RONCHI,RONCHI,STR RONCHI,{BCD3685E-6436-4E6F-810D-267E5C4FEAFB},,,656.94540511600
3915,VIA,VIA,F. RONCONI,FILIPPO RONCONI,RONCONI,VIA F. RONCONI,{D47C8D9A-00E7-4DE6-8BCA-636E0D71E865},,,78.66929230070
4055,VIA,VIA,L. SANFELICE,LUISA SANFELICE,SANFELICE,VIA L. SANFELICE,{5EB062F6-0C5E-48E7-9AF9-C3AFF9B6A0CE},,,401.26293968200
3920,STR,STRADA,RONCOSAMBACCIO,DI RONCOSAMBACCIO,RONCOSAMBACCIO,STR RONCOSAMBACCIO,{0109B229-1A4B-43FA-924D-6F4175A38591},,,902.10767377100
3935,VIA,VIA,S. ROSATI,SALVATORE ROSATI,ROSATI,VIA S. ROSATI,{01C15AA4-1105-4864-9E1A-62ED223B1514},,,108.49911000400
3940,VIA,VIA,DELLE ROSE,DELLE ROSE,ROSE,VIA DELLE ROSE,{FF6AEA41-245D-4738-9329-261C47355E6A},,,69.08049747720
3945,VIA,VIA,A. ROSMINI,ANTONIO ROSMINI,ROSMINI,VIA A. ROSMINI,{68F4ACCC-BB98-4DCC-B953-5209D05C4CAC},,,168.20284593300
3950,VLE,VIALE,F.LLI ROSSELLI,F.LLI ROSSELLI,ROSSELLI,VLE F.LLI ROSSELLI,{3C8236CF-9BC5-4B6E-A406-F25213648C01},,,309.74256281900
3955,VIA,VIA,G. ROSSETTI,GABRIELE ROSSETTI,ROSSETTI,VIA G. ROSSETTI,{E34C7AEC-868B-41DD-89BD-07FAF352E0B8},,,29.54457673600
3960,VIA,VIA,ROSSI,ROSSI,ROSSI,VIA ROSSI,{20D8408C-4952-487C-817C-FCD61C033D50},,,74.86625633520
3965,VIA,VIA,VINCENZO ROSSI,VINCENZO ROSSI,ROSSI VINCENZO,VIA VINCENZO ROSSI,{5D691048-01F4-466B-B91B-2BB624E33EC8},,,673.62713100100
3970,VIA,VIA,G. ROSSINI,GIOACCHINO ROSSINI,ROSSINI,VIA G. ROSSINI,{15CF3924-C373-4EDB-A34A-7364DAC45F89},,,277.79474652200
3975,VLE,VIALE,ROVERETO,ROVERETO,ROVERETO,VLE ROVERETO,{C71F7939-0C3A-443D-98EF-166546ECCD5A},,,260.32571130300
3978,VIA,VIA,DEI ROVI,DEI ROVI,ROVI,VIA DEI ROVI,{068CAC92-5CC3-43E7-AACE-48C4BA6F9A1E},,,210.71698174200
3980,VIA,VIA,RUBICONE,RUBICONE,RUBICONE,VIA RUBICONE,{6AA1FB3D-2777-42D6-A912-B31BE57E87B9},,,103.22208635300
3985,VIA,VIA,F.LLI RUFFINI,F.LLI RUFFINI,RUFFINI,VIA F.LLI RUFFINI,{0E95F26E-93A7-4B8B-A501-D288DDD2E3F9},,,129.61162567900
3995,STR,STRADA,DELLA RUPOLA,DELLA RUPOLA,RUPOLA,STR DELLA RUPOLA,{3C0E58CF-A2C3-4F2C-B44D-359E5067A662},,,1369.85603071000
4000,VIA,VIA,N. SABBATINI,NICOLA SABBATINI,SABBATINI,VIA N. SABBATINI,{2D57EC3D-1EEF-4344-9753-8763F63F3F00},,,106.63129346000
4005,VIA,VIA,SABOTINO,SABOTINO,SABOTINO,VIA SABOTINO,{8DD7ACB9-CBAD-409D-91E5-B3D2E4D62AA5},,,315.40557763400
4010,PLE,PIAZZALE,DEL SACRAMENTO,DEL SACRAMENTO,SACRAMENTO,PLE DEL SACRAMENTO,{1DBCA92F-650D-4903-9BFA-555CF94915CB},,,18.33692655600
4015,VIA,VIA,A. SAFFI,AURELIO SAFFI,SAFFI,VIA A. SAFFI,{18BC57A4-2511-4BBF-B5CA-2646BB7E1672},,,617.95005430200
4060,STR,STRADA,DI SAN FRANCESCO,DI SAN FRANCESCO,SAN FRANCESCO,STR DI SAN FRANCESCO,{06882C14-4270-4B3D-8973-95A124D1D9F5},,,100.34102343500
4065,VIA,VIA,S. FRANCESCO,S. FRANCESCO D'ASSISI,SAN FRANCESCO D'ASSISI,VIA S. FRANCESCO,{7F5E07F4-1D2D-4C06-A2E8-FA49514B6BDE},,,134.89338979900
4457,VIA,VIA,DEI SUSINI,DEI SUSINI,SUSINI,VIA DEI SUSINI,{ED0B9E17-301B-4EDF-8CDD-985F68F40BE6},,,274.63835653200
4025,VIA,VIA,A. SALANDRA,ANTONIO SALANDRA,SALANDRA,VIA A. SALANDRA,{ED2DB2CD-6C89-4C18-81AA-DBE2FC01DB24},,,223.82674929300
4028,VIA,VIA,DEI SALICI,DEI SALICI,SALICI,VIA DEI SALICI,{87AA068B-0862-421F-8E65-FF225DCF9055},,,155.83643585900
4030,VIA,VIA,F. SALVATORI,FEDELE SALVATORI,SALVATORI,VIA F. SALVATORI,{59029E36-6ADF-4828-9E01-4CACA8FACBB2},,,181.77911160800
4035,STR,STRADA,DI SAN BARTOLO,DI SAN BARTOLO,SAN BARTOLO,STR DI SAN BARTOLO,{872D604C-7670-423E-8CF8-B0A45679B3E8},,,1895.24795675000
4040,STR,STRADA,SAN CRISTOFORO,DI SAN CRISTOFORO,SAN CRISTOFORO,STR SAN CRISTOFORO,{C7AB260B-C7F1-464C-A98C-7E46D27839A1},,,601.65843089000
4050,STR,STRADA,DI SAN DONATO,DI SAN DONATO,SAN DONATO,STR DI SAN DONATO,{EFC6D198-4BA7-4EB1-8964-B78CFD79DDAB},,,3596.00540885000
4070,STR,STRADA,DI SAN GERMANO,DI SAN GERMANO,SAN GERMANO,STR DI SAN GERMANO,{76209521-39C3-42F9-B901-660BAD538FD3},,,1671.74262342000
4075,STR,STRADA,SAN GIORGIO,SAN GIORGIO,SAN GIORGIO,STR SAN GIORGIO,{44FC81EA-2DC3-443C-B2AF-F92A07FD7232},,,2008.87511445000
4080,STR,STRADA,DI SAN GIOVANNI,DI SAN GIOVANNI,SAN GIOVANNI,STR DI SAN GIOVANNI,{8E54CCEE-8EEF-4B1F-9A1C-5FB74B0E4FDC},,,244.29418825700
4085,STR,STRADA,DI SAN GIUSEPPE,DI SAN GIUSEPPE,SAN GIUSEPPE,STR DI SAN GIUSEPPE,{3CC54C0F-69A9-4164-ADC7-FC6423BA2151},,,79.75074890160
4090,VIA,VIA,SANGRO,SANGRO,SANGRO,VIA SANGRO,{C01F72AA-05D7-4E3E-8191-B63E4FA6521E},,,397.02929258500
4095,VIA,VIA,DELLA SANITA',DELLA SANITA',SANITA',VIA DELLA SANITA',{E98ADCAA-B7EA-4A44-9D5F-E23D88534453},,,410.35611621500
4100,VIA,VIA,SAN LEO,SAN LEO,SAN LEO,VIA SAN LEO,{E100C46C-7880-4F00-8400-0347D3D627FF},,,139.34204649000
4225,VIA,VIA,R. SCACCIANI,RAFFAELE SCACCIANI,SCACCIANI,VIA R. SCACCIANI,{1C37D2C8-A7CE-4722-BA20-BC96F1B68879},,,227.08331791000
4105,STR,STRADA,DI SAN LORENZINO,DI SAN LORENZINO,SAN LORENZINO,STR DI SAN LORENZINO,{1134E716-F16E-4685-8148-8422DD935C84},,,482.44699146000
4110,VIA,VIA,SAN MARINO,SAN MARINO,SAN MARINO,VIA SAN MARINO,{64A6AFDC-E1CC-4645-A6ED-6C8A33089A6E},,,319.09926308900
4120,STR,STRADA,DI SAN NICOLA,DI SAN NICOLA,SAN NICOLA,STR DI SAN NICOLA,{FA490875-3D1A-46E5-99E3-68DDF3EE5C5D},,,2239.91469114000
4125,STR,STRADA,DI SAN ROCCO,DI SAN ROCCO,SAN ROCCO,STR DI SAN ROCCO,{88139D08-D493-4C56-B355-0133B70A3DAD},,,469.10517484600
4290,VIA,VIA,Q. SELLA,QUINTINO SELLA,SELLA,VIA Q. SELLA,{8673DEEF-FB2D-4FE8-ADC5-EF4B151DCA49},,,190.57402313000
4135,STR,STRADA,DI SANTA CROCE,DI SANTA CROCE,SANTA CROCE,STR DI SANTA CROCE,{FF9E7D40-CDE9-4AF4-AE7D-3698E1A27BD5},,,1001.39493102000
4140,STR,STRADA,DI SANTA LUCIA,DI SANTA LUCIA,SANTA LUCIA,STR DI SANTA LUCIA,{E164E1DC-E428-493E-A47E-76B905B8462B},,,1452.61639527000
4145,STR,STRADA,S.MARIA ARZILLA,S.MARIA ARZILLA,SANTA MARIA ARZILLA,STR S.MARIA ARZILLA,{D8B14244-87DA-4DDE-BB29-35731FCCE89E},,,1915.56805943000
4150,VIA,VIA,S.MARIA FABBRECCE,SANTA MARIA FABBRECCE,SANTA MARIA FABBRECCE,VIA S.MARIA FABBRECCE,{46D93DA3-DCB9-4548-9D9B-561C76E8A6EA},,,1024.62012626000
4230,VIA,VIA,A. SCARLATTI,ALESSANDRO SCARLATTI,SCARLATTI,VIA A. SCARLATTI,{B72EC5FD-B72D-45DC-BB91-597438DA8663},,,347.57931261000
4980,VIA,VIA,T. VITI,TIMOTEO VITI,VITI,VIA T. VITI,{DA61AF1F-EA80-4906-B94D-6CE26A67D37B},,,170.90314757500
4235,VIA,VIA,S. SCARONI,SILVIO SCARONI,SCARONI,VIA S. SCARONI,{7C460712-C63D-4878-A698-E5BAE7C553E3},,,184.83073601300
4155,STR,STRADA,DI SANTA MARINA,DI SANTA MARINA,SANTA MARINA,STR DI SANTA MARINA,{211DFB3F-5119-404E-AEA9-12FD74713E75},,,2056.47934194000
2845,VIA,VIA,G. MIRABELLI,GIOVANNI MIRABELLI,MIRABELLI,VIA G. MIRABELLI,{846E954E-287D-4244-A3EB-2CDD764EC270},,,720.64781813700
4165,STR,STRADA,S.ANGELO GATTO,S.ANGELO DEL GATTO,SANT'ANGELO DEL GATTO,STR S.ANGELO GATTO,{2C9BF090-0C4B-46C3-BA77-36A867C21336},,,3392.70280402000
4170,VIA,VIA,SANTA VENERANDA,SANTA VENERANDA,SANTA VENERANDA,VIA SANTA VENERANDA,{94C28AC4-4665-4F34-A410-7E7AB653501C},,,230.71910204900
4175,STR,STRADA,DI SANT'EGIDIO,DI SANT'EGIDIO,SANT'EGIDIO,STR DI SANT'EGIDIO,{13B33ED5-B4F8-4F6D-9EC4-DB1271174D9C},,,1225.75636222000
4180,VIA,VIA,SANTERNO,SANTERNO,SANTERNO,VIA SANTERNO,{23B9A868-873C-4D73-A40D-2DAA9B1035FC},,,453.48351609300
4185,VIA,VIA,G. SANTI,GIOVANNI SANTI,SANTI GIOVANNI,VIA G. SANTI,{8B0E4353-B15C-494D-8B08-20A190A80053},,,134.24360158100
4190,VIA,VIA,F. M. SANTINELLI,FRANCESCO M. SANTINELLI,SANTINELLI,VIA F. M. SANTINELLI,{0B19F46A-D588-455D-AD4C-C7AFF04DA1AD},,,154.17663796300
4200,VIA,VIA,SAPRI,SAPRI,SAPRI,VIA SAPRI,{C40A750B-42D8-46CC-A6EF-955E16D5D700},,,65.49442273770
4205,VIA,VIA,SARDEGNA,SARDEGNA,SARDEGNA,VIA SARDEGNA,{AF17F253-5FB7-4E25-BBDF-3C54A93EFD12},,,204.80700652300
4210,VIA,VIA,SARSINA,SARSINA,SARSINA,VIA SARSINA,{D5E5FBD4-78E6-48B1-86E3-8113850FC517},,,89.67183673610
4215,LUNGOMARE,LUNGOMARE,N. SAURO,NAZARIO SAURO,SAURO,LUNGOMARE N. SAURO,{89BAF22D-F805-4F11-B74C-8E3979110353},,,689.55879038900
4220,VIA,VIA,SAVIO,SAVIO,SAVIO,VIA SAVIO,{BC420D06-CA8F-486B-8784-8DB430EBE8E4},,,93.16145457140
4240,VIA,VIA,F. SCARPELLINI,FELICIANO SCARPELLINI,SCARPELLINI,VIA F. SCARPELLINI,{6F045122-F2AD-4E96-B221-4BA8D4BCD8C5},,,137.42049497700
4245,VIA,VIA,G. SCHIAPARELLI,GIOVANNI SCHIAPARELLI,SCHIAPARELLI,VIA G. SCHIAPARELLI,{ADF7A7AB-4751-48BE-88C0-A68333B38CAC},,,113.86422553000
4250,VIA,VIA,SCHIAVINI,SCHIAVINI,SCHIAVINI,VIA SCHIAVINI,{A5A7A08A-4A95-4ADC-8098-91025D1CAE3A},,,28.37132372910
4255,VIA,VIA,A. SCIALOIA,ANTONIO SCIALOIA,SCIALOIA,VIA A. SCIALOIA,{A0E816C1-2903-4EB6-98DE-B91FAA65E776},,,414.10342888400
4260,VIA,VIA,A. SCIESA,AMATORE SCIESA,SCIESA,VIA A. SCIESA,{7E0ED3D6-EFA8-4FA3-A858-AACBC24DA886},,,81.44041256570
4265,VIA,VIA,SCRIVIA,SCRIVIA,SCRIVIA,VIA SCRIVIA,{38B95932-8430-4BDD-A172-A20BE2F4836C},,,178.33570974600
4270,VIA,VIA,DELLE SCUOLE,DELLE SCUOLE,SCUOLE,VIA DELLE SCUOLE,{2BD5EC42-9AB2-4326-8099-72FD84170E57},,,75.67384269570
4275,VIA,VIA,SCUOLE NUOVE,DELLE SCUOLE NUOVE,SCUOLE NUOVE,VIA SCUOLE NUOVE,{989F07AF-1B97-4200-930B-57DD82526DFA},,,193.65983131500
4280,VIA,VIA,A. SECCHI,ANGELO SECCHI,SECCHI,VIA A. SECCHI,{C94E5A5F-A1A1-4CEE-AC93-9D85BEDD8D2C},,,134.70320056700
4285,VIA,VIA,SELE,SELE,SELE,VIA SELE,{C70036FE-CDBD-4D80-9D8C-C89FED6EE3F3},,,837.13706507000
4295,STR,STRADA,SELVA GROSSA,DELLA SELVA GROSSA,SELVA GROSSA,STR SELVA GROSSA,{B383F437-F2BE-4ADD-B83A-B6A8D7FE4657},,,3049.80106596000
4300,STR,STRADA,SELVE GRANAROLA,SELVE GRANAROLA,SELVE GRANAROLA,STR SELVE GRANAROLA,{048EADF8-D96F-444F-AB77-F4B6A1388317},,,2087.84485046000
4305,VIA,VIA,DEL SEMINARIO,DEL SEMINARIO,SEMINARIO,VIA DEL SEMINARIO,{4AD82C57-F926-4E4B-9427-E6509961EEE7},,,89.39973537640
4310,VIA,VIA,SENIGALLIA,SENIGALLIA,SENIGALLIA,VIA SENIGALLIA,{20A72C49-EDAF-4DFF-A9D5-29DE5F7D2994},,,390.97592092700
4397,PLE,PIAZZALE,A.SPEZI-M.PACI,ALFIO SPEZI - MARIANO PACI,SPEZI PACI,PLE A.SPEZI-M.PACI,{34A44EFC-CDDD-4FC3-9EAF-C51A9AEFAFEA},,,153.39755602300
4400,VIA,VIA,SPOLETO,SPOLETO,SPOLETO,VIA SPOLETO,{BED5CF1F-397E-4102-8682-58D800F2D19F},,,113.34234735700
4405,VIA,VIA,G. SPONTINI,GASPARE SPONTINI,SPONTINI,VIA G. SPONTINI,{8C8E28A9-0381-48CE-B8AE-76E7BDE3C6BE},,,216.41790380700
4315,VIA,VIA,R. SERRA,RENATO SERRA,SERRA,VIA R. SERRA,{288C497F-64D5-48E3-B315-C6C2A1E81948},,,1371.51487964000
4320,VIA,VIA,G. M. SERRATI,GIACINTO M. SERRATI,SERRATI,VIA G. M. SERRATI,{7CE056CE-1F9E-4001-BBA8-70FD89E19C5A},,,186.08757374400
4325,VIA,VIA,L. SETTEMBRINI,LUIGI SETTEMBRINI,SETTEMBRINI,VIA L. SETTEMBRINI,{944402CC-8B35-4564-A684-B057F297674C},,,206.19654175400
4330,VIA,VIA,SEVERINI,SEVERINI,SEVERINI,VIA SEVERINI,{298B3EFC-9868-4C78-8E81-B8D8C78B4FCF},,,88.49636624060
