objectid,gistat_sez,perimeter,cod_istat,pro_com,sez2001,sez,cod_tipo,cod_stagno,cod_fiume,cod_lago,cod_laguna,cod_val_p,cod_zona_c,cod_is_amm,cod_is_lac,cod_is_mar,cod_area_s,cod_mont_d,loc,loc2001,tipo_loc,sez2011,tipo_loc_n,loc2011,cod_tipo_s,cod_asc,shape_leng,st_area_sh,st_length_
9178,0.00000000,317.60579786,11041044,41044,410440000212.00006104,212,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000212.00006104,1,4104410008.00000000,1,"1",209.26727654,2516.45058328000,209.08761572900
9179,0.00000000,264.07429184,11041044,41044,410440000186.00000000,186,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000186.00000000,1,4104410008.00000000,0,"1",264.29779849,3945.26910820000,264.07147670100
9180,0.00000000,908.20641821,11041044,41044,410440000900.00000000,900,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000900.00000000,1,4104410008.00000000,9,"1",909.05089534,44492.28399830000,908.27630862400
9181,0.00000000,595.56359892,11041044,41044,410440000628.00006104,628,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000628.00006104,1,4104410008.00000000,0,"7",596.85011197,23064.27973050000,596.34856183600
8508,0.00000000,1077.28555162,11041044,41044,410440000910.99993896,911,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000910.99993896,1,4104410008.00000000,0,"9",949.50411812,39857.59652310000,948.67464500300
8509,0.00000000,2232.74519608,11041044,41044,410440000448.00000000,1023,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440001023.00000000,1,4104410008.00000000,0,"9",1593.19481057,83435.61211360000,1591.80452635000
9678,0.00000000,355.71520395,11041044,41044,410440000259.00000000,259,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000259.00000000,1,4104410008.00000000,0,"2",355.84786570,7743.36849683000,355.54509196500
8510,0.00000000,1442.72143050,11041044,41044,410440000556.99993896,557,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000556.99993896,1,4104410008.00000000,0,"3",1457.93668253,83937.06721369999,1456.68153732000
8517,0.00000000,706.18725023,11041044,41044,410440000134.00000000,134,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000134.00000000,1,4104410008.00000000,0,"1",707.25593938,17202.53558640000,706.65482071200
8518,0.00000000,181.48000364,11041044,41044,410440000764.00000000,764,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000764.00000000,1,4104410008.00000000,0,"7",181.44284299,1995.08952268000,181.29221589000
8519,0.00000000,387.35662619,11041044,41044,410440000124.00000000,124,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000124.00000000,1,4104410008.00000000,0,"1",386.44009905,8701.36217073000,386.10989479000
8520,0.00000000,322.16807671,11041044,41044,410440000075.00000000,75,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000075.00000000,1,4104410008.00000000,0,"1",322.14676016,6462.23137798000,321.86780621000
8521,0.00000000,1137.41516845,11041044,41044,410440000762.00000000,762,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000762.00000000,1,4104410008.00000000,0,"7",1167.34647094,46366.54856110000,1166.37264859000
8522,0.00000000,458.65116698,11041044,41044,410440000129.00000000,129,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000129.00000000,1,4104410008.00000000,0,"1",448.47866818,6532.06282128000,448.09622660700
8523,0.00000000,340.90145016,11041044,41044,410440000066.00000000,66,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000066.00000000,1,4104410008.00000000,0,"1",341.59878289,7240.83444772000,341.30401348300
8524,0.00000000,774.06188321,11041044,41044,410440000614.00000000,614,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000614.00000000,1,4104410008.00000000,0,"7",774.74627171,19549.42726390000,774.09133152900
8588,0.00000000,557.83825394,11041044,41044,410440000560.00006104,560,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000560.00006104,1,4104410008.00000000,0,"3",558.35128883,13685.66278020000,557.87260638300
8589,0.00000000,569.26543875,11041044,41044,410440000546.00000000,546,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000546.00000000,1,4104410008.00000000,0,"3",569.98841231,9964.61234528000,569.50236633800
8590,0.00000000,351.04767615,11041044,41044,410440000554.00000000,554,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000554.00000000,1,4104410008.00000000,0,"3",351.20877964,6473.11617513000,350.90791846200
8591,0.00000000,1103.34098750,11041044,41044,410440000672.00000000,672,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000672.00000000,1,4104410008.00000000,0,"5",1103.95054947,59736.56670920000,1103.03231361000
8592,0.00000000,1277.02735780,11041044,41044,410440000557.99993896,558,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000557.99993896,1,4104410008.00000000,0,"3",1278.50775440,62257.65486170000,1277.40954842000
8593,0.00000000,461.07166165,11041044,41044,410440000553.00000000,553,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000553.00000000,1,4104410008.00000000,0,"3",461.66078281,10067.84066290000,461.26555941200
8594,0.00000000,355.26297823,11041044,41044,410440000516.00000000,516,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000516.00000000,1,4104410008.00000000,0,"3",355.57692925,7225.49700790000,355.27519303500
8595,0.00000000,506.64943607,11041044,41044,410440000702.00000000,702,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000702.00000000,1,4104410008.00000000,0,"5",506.90027775,12770.92034500000,506.47323820100
8596,0.00000000,371.81629593,11041044,41044,410440000364.99993896,365,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000364.99993896,1,4104410008.00000000,0,"9",372.57080139,6920.41785840000,372.24919527600
8597,0.00000000,758.70229998,11041044,41044,410440000519.00000000,519,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000519.00000000,1,4104410008.00000000,0,"3",759.17194351,24401.96873930000,758.53003435700
8599,0.00000000,699.02952276,11041044,41044,410440000393.00000000,393,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000393.00000000,1,4104410008.00000000,0,"9",699.45650278,14085.48571920000,698.85176361000
8600,0.00000000,1954.67434951,11041044,41044,410440000838.00000000,838,0,0,0,0,0,0,0,0,0,0,0,0,10003,4104410003.00000000,1,410440000838.00000000,1,4104410003.00000000,0,"10",2192.68169718,164504.64381300000,2190.97318286000
8314,0.00000000,1223.26706692,11041044,41044,410440000896.00000000,1156,0,0,0,0,0,0,0,0,0,0,0,0,10001,4104410001.00000000,1,410440001156.00000000,1,4104410001.00000000,0,"10",932.08353552,36640.54234480000,931.37942039400
8315,0.00000000,18086.43148590,11041044,41044,410440001004.99993896,1106,0,0,0,0,0,0,0,0,0,0,0,0,30007,4104440001.00000000,4,410440001106.00006104,3,4104430007.00000000,12,"10",2507.97632243,398524.88959099998,2506.01050439000
8316,0.00000000,1180.62392009,11041044,41044,410440000591.99993896,1116,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440001116.00000000,1,4104410008.00000000,0,"3",750.88152967,27915.00243660000,750.24174789000
8317,0.00000000,1180.62392009,11041044,41044,410440000591.99993896,1114,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440001114.00000000,1,4104410008.00000000,0,"3",555.13933303,18731.49861800000,554.66706994400
8326,0.00000000,332.79566088,11041044,41044,410440000060.00000000,60,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000060.00000000,1,4104410008.00000000,0,"1",332.74939151,6905.70188314000,332.46250570400
8327,0.00000000,325.33334560,11041044,41044,410440000064.00000000,64,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000064.00000000,1,4104410008.00000000,0,"1",325.42902311,6588.85893947000,325.14808203200
8328,0.00000000,678.02430502,11041044,41044,410440000275.00006104,275,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000275.00006104,1,4104410008.00000000,0,"2",678.53455582,25513.60145110000,677.96160359800
8348,0.00000000,373.92816606,11041044,41044,410440000135.00000000,135,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000135.00000000,1,4104410008.00000000,0,"1",374.50516124,5942.15869311000,374.18745725000
8329,0.00000000,514.08919426,11041044,41044,410440000099.00000000,99,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000099.00000000,1,4104410008.00000000,0,"1",514.36521348,15701.58880730000,513.92859482600
8330,0.00000000,140.99498955,11041044,41044,410440000119.00000000,119,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000119.00000000,1,4104410008.00000000,0,"1",140.46299161,1049.04455074000,140.34272402800
8331,0.00000000,682.30395859,11041044,41044,410440000760.00000000,760,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000760.00000000,1,4104410008.00000000,0,"2",682.64508784,18224.12098450000,682.07568893400
8332,0.00000000,198.98643204,11041044,41044,410440000110.99993896,111,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000110.99993896,1,4104410008.00000000,0,"1",199.00629182,2434.83254670000,198.83609922100
8333,0.00000000,765.30714438,11041044,41044,410440000965.00000000,965,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000965.00000000,1,4104410008.00000000,0,"7",765.93804331,29030.67101980000,765.31425960100
8334,0.00000000,856.45025709,11041044,41044,410440000963.00000000,963,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000963.00000000,1,4104410008.00000000,0,"7",635.87738019,18901.91637470000,635.35669674000
8335,0.00000000,288.60601300,11041044,41044,410440000112.00006104,112,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000112.00006104,1,4104410008.00000000,0,"1",290.19143104,3603.58086595000,289.94348637900
8336,0.00000000,235.76545132,11041044,41044,410440000120.00000000,120,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000120.00000000,1,4104410008.00000000,0,"1",236.08183186,1902.01883937000,235.87967448300
8337,0.00000000,554.95756466,11041044,41044,410440000072.00000000,72,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000072.00000000,1,4104410008.00000000,0,"1",555.38738855,19355.56559520000,554.90646171900
8338,0.00000000,425.17269697,11041044,41044,410440000161.00000000,161,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000161.00000000,1,4104410008.00000000,0,"1",427.69060136,8567.62030453000,427.32359039700
8339,0.00000000,259.51493609,11041044,41044,410440000121.00000000,121,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000121.00000000,1,4104410008.00000000,0,"1",259.50857634,3846.74843422000,259.28628693500
8340,0.00000000,946.16822743,11041044,41044,410440000166.00000000,1202,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440001202.00006104,1,4104410008.00000000,3,"1",593.05486705,24337.05932200000,592.54430661600
8341,0.00000000,577.66637150,11041044,41044,410440000100.00000000,100,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000100.00000000,1,4104410008.00000000,1,"1",578.00144390,18056.34961810000,577.50999298100
8342,0.00000000,350.42541018,11041044,41044,410440000068.00000000,68,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000068.00000000,1,4104410008.00000000,0,"1",350.72678157,7575.73182249000,350.42370343700
8343,0.00000000,389.51848011,11041044,41044,410440000128.00000000,128,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000128.00000000,1,4104410008.00000000,0,"1",389.76201697,7280.84154299000,389.42941340200
8344,0.00000000,282.65127010,11041044,41044,410440000106.00000000,106,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000106.00000000,1,4104410008.00000000,0,"1",282.01379907,4692.04817357000,281.77339016400
8345,0.00000000,438.79075615,11041044,41044,410440000101.00000000,101,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000101.00000000,1,4104410008.00000000,0,"1",438.47524583,8362.78456247000,438.10221394400
8346,0.00000000,463.25779876,11041044,41044,410440000102.00000000,102,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000102.00000000,1,4104410008.00000000,0,"1",466.97974843,12200.18883510000,466.58200051300
8347,0.00000000,325.36069535,11041044,41044,410440000158.00000000,158,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000158.00000000,1,4104410008.00000000,0,"1",324.86270022,4763.73560878000,324.58438294400
8351,0.00000000,417.88761584,11041044,41044,410440000127.00000000,127,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000127.00000000,1,4104410008.00000000,0,"1",418.32475448,7315.33619907000,417.96756894100
8352,0.00000000,726.12329974,11041044,41044,410440000906.00000000,906,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000906.00000000,1,4104410008.00000000,0,"2",726.84317077,24778.82817260000,726.23235910600
8353,0.00000000,180.56114884,11041044,41044,410440000779.00000000,779,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000779.00000000,1,4104410008.00000000,0,"7",181.00792934,1952.44301219000,180.85920298600
8354,0.00000000,238.34630547,11041044,41044,410440000122.00000000,122,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000122.00000000,1,4104410008.00000000,0,"1",237.28749960,3223.72662677000,237.08446027300
8355,0.00000000,337.17010684,11041044,41044,410440000612.00000000,612,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000612.00000000,1,4104410008.00000000,0,"7",337.22684105,6501.81221409000,336.94106165200
8356,0.00000000,246.99008859,11041044,41044,410440000126.00000000,126,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000126.00000000,1,4104410008.00000000,0,"1",249.72411056,3955.98015363000,249.51077337300
8357,0.00000000,244.47289025,11041044,41044,410440000159.00000000,159,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000159.00000000,1,4104410008.00000000,0,"1",243.65209530,3386.59099914000,243.44316394600
8358,0.00000000,3739.17932055,11041044,41044,410440000777.00000000,777,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000777.00000000,1,4104410008.00000000,0,"7",3166.27595685,208714.17789500000,3163.73442441000
9679,0.00000000,318.62019725,11041044,41044,410440000020.00006104,20,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000020.00006104,1,4104410008.00000000,0,"2",319.06316865,6242.91410070000,318.79056020200
8359,0.00000000,535.32605874,11041044,41044,410440000164.00000000,164,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000164.00000000,1,4104410008.00000000,2,"1",535.72933333,13609.48342500000,535.26894324800
8360,0.00000000,345.71257945,11041044,41044,410440000277.00000000,277,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000277.00000000,1,4104410008.00000000,0,"2",327.79671471,6706.42574871000,327.52189924000
8361,0.00000000,953.57324785,11041044,41044,410440000761.00000000,761,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000761.00000000,1,4104410008.00000000,0,"2",970.90899534,31837.75201760000,970.09805616100
9520,0.00000000,548.74095869,11041044,41044,410440000421.00000000,421,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000421.00000000,1,4104410008.00000000,0,"9",549.15536002,12436.69723000000,548.67865093000
9521,0.00000000,270.95056730,11041044,41044,410440000423.00000000,423,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000423.00000000,1,4104410008.00000000,0,"9",270.81114772,4442.28456435000,270.57625138900
9522,0.00000000,577.66381587,11041044,41044,410440000424.00000000,424,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000424.00000000,1,4104410008.00000000,0,"9",578.03704813,15214.90768040000,577.53622982200
9523,0.00000000,252.72073590,11041044,41044,410440000588.99993896,589,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000588.99993896,1,4104410008.00000000,0,"3",253.14843851,3923.59516674000,252.93304700000
9524,0.00000000,298.24344058,11041044,41044,410440000668.00000000,668,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000668.00000000,1,4104410008.00000000,0,"5",298.46387281,5281.81839262000,298.21444988700
9525,0.00000000,694.17891495,11041044,41044,410440000589.99993896,590,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000589.99993896,1,4104410008.00000000,0,"3",694.99109654,21792.74388050000,694.40110496500
9526,0.00000000,962.75399843,11041044,41044,410440000579.00000000,579,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000579.00000000,1,4104410008.00000000,0,"9",877.64514256,16132.39092220000,876.89536738500
9527,0.00000000,297.09597349,11041044,41044,410440000670.00000000,670,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000670.00000000,1,4104410008.00000000,0,"5",297.43297141,5129.36986784000,297.18483332100
9282,0.00000000,322.21600156,11041044,41044,410440000074.00000000,74,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000074.00000000,1,4104410008.00000000,0,"1",322.41848692,6469.85774188000,322.13966416100
9528,0.00000000,285.37506596,11041044,41044,410440000413.00000000,413,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000413.00000000,1,4104410008.00000000,0,"9",286.01463655,4238.50394029000,285.76732470600
9529,0.00000000,281.37652371,11041044,41044,410440000534.00000000,534,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000534.00000000,1,4104410008.00000000,0,"3",281.25650995,4624.88249312000,281.01665128900
9445,0.00000000,200.60484834,11041044,41044,410440000217.00000000,217,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000217.00000000,1,4104410008.00000000,0,"1",200.70340470,2026.59671481000,200.53050805300
9446,0.00000000,345.51749182,11041044,41044,410440000619.99993896,620,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000619.99993896,1,4104410008.00000000,0,"7",345.89751534,3686.54401547000,345.60682183800
9447,0.00000000,362.01081034,11041044,41044,410440000133.00000000,133,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000133.00000000,1,4104410008.00000000,0,"1",362.17921634,5756.85068939000,361.87099468300
9448,0.00000000,562.88125917,11041044,41044,410440000086.00000000,86,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000086.00000000,1,4104410008.00000000,0,"1",563.18395186,20022.86938020000,562.69451920900
9449,0.00000000,441.24771797,11041044,41044,410440000705.00000000,705,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000705.00000000,1,4104410008.00000000,0,"5",441.35733193,7519.95126447000,440.98598208400
9450,0.00000000,400.13254576,11041044,41044,410440000509.00000000,509,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000509.00000000,1,4104410008.00000000,0,"3",400.27907075,7454.19291628000,399.93907717600
9451,0.00000000,337.38332298,11041044,41044,410440000492.99993896,493,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000492.99993896,1,4104410008.00000000,0,"3",337.60921925,6702.16410441000,337.32017185400
9452,0.00000000,1347.42147761,11041044,41044,410440000377.00000000,377,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000377.00000000,1,4104410008.00000000,0,"9",1348.55728697,41585.53748180000,1347.38168777000
9453,0.00000000,250.46160808,11041044,41044,410440000381.00000000,381,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000381.00000000,1,4104410008.00000000,0,"9",250.84526454,3893.86274324000,250.62767247500
9454,0.00000000,206.83647846,11041044,41044,410440000247.00000000,247,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000247.00000000,1,4104410008.00000000,0,"1",208.53308260,2081.08125647000,208.35270884600
9455,0.00000000,399.96977974,11041044,41044,410440000087.00000000,87,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000087.00000000,1,4104410008.00000000,0,"1",400.40616884,9648.97126277000,400.05901703800
9456,0.00000000,533.21967719,11041044,41044,410440000629.00000000,629,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000629.00000000,1,4104410008.00000000,0,"7",533.97332825,16847.77770550000,533.52513989600
9457,0.00000000,183.98768566,11041044,41044,410440000185.00000000,185,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000185.00000000,1,4104410008.00000000,0,"1",184.24371565,1691.81387908000,184.08587207300
9458,0.00000000,166.70856077,11041044,41044,410440000211.00006104,211,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000211.00006104,1,4104410008.00000000,0,"1",166.80869630,1752.20869737000,166.66558762700
9459,0.00000000,353.75063480,11041044,41044,410440000229.00000000,229,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000229.00000000,1,4104410008.00000000,0,"1",354.40352033,7761.50173826000,354.09870191900
9460,0.00000000,274.67131773,11041044,41044,410440000243.00006104,243,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000243.00006104,1,4104410008.00000000,0,"1",275.08610756,4734.80424746000,274.84836675800
9461,0.00000000,298.87643967,11041044,41044,410440000082.00006104,82,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000082.00006104,1,4104410008.00000000,0,"1",298.99937349,5660.13958393000,298.74001127100
9462,0.00000000,304.56581899,11041044,41044,410440000645.00000000,645,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000645.00000000,1,4104410008.00000000,0,"7",304.95496384,5194.85127669000,304.70057709700
9463,0.00000000,423.17446659,11041044,41044,410440000179.00006104,179,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000179.00006104,1,4104410008.00000000,0,"1",413.22023681,9019.14940769000,412.86628546600
9464,0.00000000,180.01372601,11041044,41044,410440000216.00000000,216,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000216.00000000,1,4104410008.00000000,0,"1",179.98936227,1652.61937086000,179.83430624000
9465,0.00000000,345.88239181,11041044,41044,410440000620.99993896,621,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000620.99993896,1,4104410008.00000000,0,"7",345.34527233,5855.08837403000,345.05518598500
9466,0.00000000,577.01114826,11041044,41044,410440000626.00006104,626,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000626.00006104,1,4104410008.00000000,0,"7",554.87922962,10982.24653870000,554.41420537700
9467,0.00000000,2423.27314792,11041044,41044,410440000653.99993896,654,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000653.99993896,1,4104410008.00000000,12,"7",2425.31046384,115374.48251400000,2423.29881440000
9468,0.00000000,480.42899048,11041044,41044,410440000644.00000000,644,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000644.00000000,1,4104410008.00000000,0,"7",481.03669003,10272.21429190000,480.63521819200
9660,0.00000000,1219.62685387,11041044,41044,410440000822.00000000,822,0,0,0,0,0,0,0,0,0,0,0,0,10004,4104410004.00000000,1,410440000822.00000000,1,4104410004.00000000,0,"8",1430.14135527,61135.61804510000,1429.03980015000
9469,0.00000000,3324.47539923,11041044,41044,410440000950.00000000,950,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000950.00000000,1,4104410008.00000000,12,"7",3459.59124112,499318.59297300002,3456.76542774000
9513,0.00000000,551.22386594,11041044,41044,410440000311.00000000,311,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000311.00000000,1,4104410008.00000000,0,"2",552.19599103,10965.62704870000,551.72927522200
9514,0.00000000,259.18531079,11041044,41044,410440000808.00000000,808,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000808.00000000,1,4104410008.00000000,0,"7",259.41080648,4032.17293690000,259.20145012300
9515,0.00000000,1560.18502974,11041044,41044,410440000971.99993896,1031,0,0,0,0,0,0,0,0,0,0,0,0,40001,4104410008.00000000,1,410440001031.00000000,4,4104440001.00000000,12,"7",2080.78343825,104322.06759700000,2079.11872047000
9516,0.00000000,550.21440239,11041044,41044,410440000256.00000000,256,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000256.00000000,1,4104410008.00000000,0,"2",550.76373448,5965.73395482000,550.29593707200
9517,0.00000000,310.47364869,11041044,41044,410440000018.00006104,18,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000018.00006104,1,4104410008.00000000,0,"2",310.91061694,5971.80067975000,310.64464414400
9518,0.00000000,321.41730519,11041044,41044,410440000972.99993896,973,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000972.99993896,1,4104410008.00000000,0,"7",323.00105529,5481.61183577000,322.74056120400
9519,0.00000000,368.49301550,11041044,41044,410440000007.00000000,7,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000007.00000000,1,4104410008.00000000,0,"2",368.76354652,8469.97481187000,368.44913872100
10730,0.00000000,375.12209755,11041044,41044,410440000374.00000000,374,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000374.00000000,1,4104410008.00000000,0,"9",374.40848409,7815.73842985000,374.08313445900
10731,0.00000000,367.40084372,11041044,41044,410440000504.00000000,504,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000504.00000000,1,4104410008.00000000,0,"3",367.68150586,7557.42776223000,367.36843897100
10732,0.00000000,255.00787672,11041044,41044,410440000373.00000000,373,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000373.00000000,1,4104410008.00000000,0,"9",254.90387657,3933.81520251000,254.68251834700
10733,0.00000000,208.65585572,11041044,41044,410440000343.00000000,343,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000343.00000000,1,4104410008.00000000,0,"9",208.69754992,2644.27860624000,208.51761721300
10734,0.00000000,274.61820217,11041044,41044,410440000491.00000000,491,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000491.00000000,1,4104410008.00000000,0,"3",274.89907383,4549.00664274000,274.66359591900
10735,0.00000000,410.12382351,11041044,41044,410440000561.00006104,561,0,0,0,0,0,0,0,0,0,0,0,0,10008,4104410008.00000000,1,410440000561.00006104,1,4104410008.00000000,0,"3",410.47166302,9480.83777284000,410.11942556500
